genera,Genera Count,Number of Contigs
Maribacter,4,611
Thauera,4,615
Sporosarcina,4,507
Methanococcus,4,243
Rhodobacter,4,509
Prosthecochloris,4,324
Pelobacter,4,501
Delftia,4,982
Mannheimia,4,324
Chlamydophila,4,162
Paracoccus,4,521
Magnetospirillum,4,595
Leptolyngbya,4,795
Anabaena,4,796
Colwellia,4,891
Desulfitobacterium,4,610
Comamonas,4,655
Tessaracoccus,4,464
Ochrobactrum,4,663
Celeribacter,4,509
Phaeobacter,4,544
Pseudothermotoga,4,287
Lactococcus,4,304
Erythrobacter,4,444
Arcobacter,4,408
Archaeoglobus,4,278
Methylomonas,4,695
Rhodoferax,4,681
Actinoplanes,4,1246
Actinoalloteichus,4,961
Methanothermobacter,4,203
Cellulomonas,4,551
Spirosoma,4,881
Nostoc,4,1401
Polaribacter,4,464
Moraxella,4,309
Thermosipho,4,280
Myroides,4,561
Novosphingobium,4,506
Komagataeibacter,4,484
Pectobacterium,4,1064
Myxococcus,4,1344
Endosymbiont,4,233
Kosakonia,4,670
Pediococcus,4,289
Bosea,4,766
Caulobacter,4,631
Lysobacter,4,871
Pedobacter,4,805
Nitrosococcus,3,380
Photorhabdus,3,546
Variovorax,3,611
Cycloclasticus,3,286
Providencia,3,469
Plasmodium,3,815
Kluyveromyces,3,746
Martelella,3,497
Curtobacterium,3,388
Rhodospirillum,3,446
Olsenella,3,279
Escherichia,3,487
Acidithiobacillus,3,317
Lysinibacillus,3,473
Brevibacterium,3,384
Brevibacillus,3,599
Wolbachia,3,303
Borreliella,3,90
Nitrosospira,3,322
Fusobacterium,3,284
Anaeromyxobacter,3,534
Labrenzia,3,617
Kocuria,3,347
Mesoplasma,3,98
Polynucleobacter,3,200
Kangiella,3,261
Selenomonas,3,466
Anaplasma,3,116
Sodalis,3,379
Pontibacter,3,546
Dehalobacter,3,293
Marinomonas,3,498
Achromobacter,3,669
Gramella,3,363
Azospirillum,3,475
Rufibacter,3,493
Pseudarthrobacter,3,483
Cellulophaga,3,457
Sphaerochaeta,3,296
Desulfosporosinus,3,569
Fervidobacterium,3,234
Hyphomicrobium,3,403
Haloferax,3,314
Haloarcula,3,339
Methanoculleus,3,263
Leptospirillum,3,279
Halobacterium,3,260
Nonlabens,3,348
Thermofilum,3,168
Ruegeria,3,365
Nitrospira,3,447
Collimonas,3,568
Mucilaginibacter,3,637
Kitasatospora,3,829
Dokdonia,3,334
Rhodovulum,3,456
Microbulbifer,3,379
Hydrogenophaga,3,560
Methanocella,3,294
Macrococcus,3,246
Cellvibrio,3,510
Neorickettsia,3,81
Rothia,3,262
Octadecabacter,3,450
Tenacibaculum,3,378
Nocardiopsis,3,677
Polaromonas,2,342
Lachnoclostridium,2,413
Metallosphaera,2,146
Methanohalophilus,2,149
Methanococcoides,2,181
Pseudoxanthomonas,2,235
Fictibacillus,2,270
Lacinutrix,2,262
Flavobacteriaceae,2,216
Halobacillus,2,290
Frondihabitans,2,264
Halioglobus,2,327
Proteus,2,278
Ruminococcus,2,207
Halorhabdus,2,212
Halorubrum,2,233
Rubrobacter,2,216
Haloterrigena,2,250
Halothiobacillus,2,180
Kosmotoga,2,153
Roseobacter,2,307
Herminiimonas,2,277
Roseiflexus,2,378
Lutibacter,2,246
Hungateiclostridium,2,322
Hyphomonas,2,250
Idiomarina,2,171
Ketogulonicigenium,2,206
Ignicoccus,2,81
Limnohabitans,2,254
Isoptericola,2,252
Leptotrichia,2,338
Jeotgalibaca,2,152
Saccharomyces,2,402
Propionibacterium,2,176
Rahnella,2,328
Halanaerobium,2,178
Shayang,2,4
Geminocystis,2,269
Gemmatimonas,2,358
Porphyrobacter,2,200
Meiothermus,2,207
Geoglobus,2,116
Sedimentisphaera,2,207
Porphyromonas,2,157
Glaciecola,2,330
Gloeobacter,2,323
Massilia,2,491
Lelliottia,2,332
Gluconobacter,2,190
Salmonella,2,330
Granulicella,2,371
Kushneria,2,244
Salinispora,2,377
Hafnia,2,315
Marinitoga,2,165
Rathayibacter,2,207
Prochlorococcus,2,177
Ferroplasma,2,140
Formosa,2,160
Cellulosimicrobium,2,341
Parabacteroides,2,312
Natronomonas,2,183
Bdellovibrio,2,222
Natrinema,2,289
Thioalkalimicrobium,2,163
Blastomonas,2,275
Blautia,2,281
Blochmannia,2,75
Muricauda,2,252
Burkholderiales,2,244
Butyrivibrio,2,253
Caenorhabditis,2,3394
Thermoproteus,2,139
Thermoplasma,2,112
Pasteurella,2,157
Thermodesulfobacterium,2,113
Thermocrinis,2,101
Chelatococcus,2,268
Chitinophaga,2,475
Chlorobaculum,2,157
Chloroflexus,2,357
Microviridae,2,3
Thermoanaerobacterium,2,204
Chromobacterium,2,349
Pelosinus,2,430
Micromonospora,2,430
Micromonas,2,747
Microcystis,2,391
Azotobacter,2,344
Neorhizobium,2,215
Terriglobus,2,367
Niabella,2,355
Acholeplasma,2,91
Acidaminococcus,2,157
Acidianus,2,173
Acidilobus,2,113
Acidiphilium,2,258
Oceanisphaera,2,222
Aciduliprofundum,2,121
Actinosynnema,2,572
Oscillatoria,2,507
Advenella,2,312
Aeropyrum,2,126
Aggregatibacter,2,162
Akkermansia,2,179
Winogradskyella,2,220
Aliivibrio,2,320
Nocardioides,2,340
Alkaliphilus,2,261
Alpha,2,74
Vulcanisaeta,2,136
Anaerococcus,2,132
Anaerolineaceae,2,192
Aneurinibacillus,2,254
Veillonella,2,143
Vagococcus,2,168
Nitrobacter,2,244
Ureaplasma,2,56
Tumebacillus,2,328
Comamonadaceae,2,172
Dehalococcoides,2,103
Desulfococcus,2,278
Methylocystis,2,295
Cyanobium,2,217
Cyanothece,2,972
Cyclobacterium,2,457
Methanosaeta,2,194
Sulfurihydrogenibium,2,113
Sulfurimonas,2,135
Methylophaga,2,238
Dyella,2,333
Phycisphaerae,2,266
Eggerthella,2,229
Desulfurococcus,2,75
Dermabacter,2,167
Psychromonas,2,267
Stanieria,2,362
Dehalogenimonas,2,112
Desulfuromonas,2,311
Staphylothermus,2,83
Dictyoglomus,2,134
Sulfurovum,2,158
Cyanobacterium,2,321
Spirochaeta,2,204
Enterobacteriaceae,2,268
Desulfomicrobium,2,255
Methanoregula,2,195
Coxiella,2,106
Taylorella,2,109
Methylovorus,2,213
Planctomyces,2,556
Croceicoccus,2,236
Cryobacterium,2,300
Spiribacter,2,130
Erysipelothrix,2,134
Methylacidiphilum,2,161
Ensifer,2,272
Sulfitobacter,2,241
Sphingorhabdus,2,236
Pirellula,2,424
Methylotenera,2,196
Cutibacterium,2,167
Planctopirus,1,198
Pseudopropionibacterium,1,122
Polymorphum,1,171
Paenarthrobacter,1,157
Paenalcaligenes,1,94
Petrimonas,1,115
Plantactinospora,1,209
Oxalobacter,1,80
Owenweeksia,1,135
Plautia,1,137
Ottowia,1,89
Piscirickettsia,1,117
Pseudorhodoplanes,1,187
Ostreococcus,1,448
Oscillibacter,1,149
Ornithobacterium,1,83
Orientia,1,81
Opitutus,1,201
Psychroflexus,1,148
Pluralibacter,1,211
Opitutaceae,1,246
Polyangium,1,231
Parachlamydia,1,116
Pseudoplusia,1,7
Parvimonas,1,54
Pseudanabaena,1,173
Parvularcula,1,96
Paucibacter,1,218
Protochlamydia,1,98
Pleurocapsa,1,150
Pelagibaca,1,143
Pelagibacterium,1,148
Pragia,1,163
Proteiniphilum,1,161
Prauserella,1,264
Phenylobacterium,1,163
Pelodictyon,1,83
PreXMRV,1,1
Propionimicrobium,1,81
Peptoclostridium,1,85
Peptoniphilus,1,56
Petrotoga,1,85
Porphyromonadaceae,1,92
Phycisphaera,1,133
Pseudopedobacter,1,151
Parvibaculum,1,126
Palaeococcus,1,61
Paludibacter,1,114
Paludisphaera,1,235
Pannonibacter,1,186
Pimelobacter,1,210
Persephonella,1,62
Picrophilus,1,69
Parageobacillus,1,132
Paraglaciecola,1,191
Pseudohongiella,1,118
Pseudogulbenkiania,1,160
Pseudodesulfovibrio,1,125
Paraphotobacterium,1,85
Parasaccharibacter,1,61
Parascardovia,1,56
Picornavirales,1,1
Phytobacter,1,188
Plesiomonas,1,118
Acaryochloris,1,226
Pusillimonas,1,144
Thermoplasmatales,1,43
Thermobispora,1,147
Thermoclostridium,1,98
Thermodesulfatator,1,73
Thermodesulfobium,1,51
Thermodesulfovibrio,1,60
Thermogladius,1,51
Thermogutta,1,172
Thermomicrobium,1,74
Thermomonospora,1,204
Thermosediminibacter,1,79
Pyrodictium,1,67
Thermosphaera,1,45
Thermosulfidibacter,1,70
Thermosynechococcus,1,92
Thermothelomyces,1,1371
Thermothielavioides,1,1220
Thermovibrio,1,50
Thermovirga,1,65
Thiobacillus,1,98
Thioclava,1,133
Thermobifida,1,110
Thermobaculum,1,117
Thermobacillus,1,164
Thermincola,1,118
Syntrophomonas,1,103
Syntrophothermus,1,85
Syntrophus,1,97
Tacheng,1,1
Tannerella,1,108
Tateyamaria,1,133
Tatlockia,1,135
Tatumella,1,150
Tepidanaerobacter,1,97
Teredinibacter,1,190
Terribacillus,1,120
Tetragenococcus,1,99
Thalassolituus,1,104
Thalassospira,1,153
Thalassotalea,1,136
Theileria,1,339
Thermacetogenium,1,107
Thermaerobacter,1,101
Thermanaerovibrio,1,60
Thiocystis,1,176
Thioflavicoccus,1,127
Thiohalobacter,1,106
Waddlia,1,64
Wenyingzhuangia,1,101
Wenzhou,1,1
Wenzhouxiangella,1,111
Wigglesworthia,1,29
Woeseia,1,134
Wolinella,1,79
Wuchang,1,1
Xanthobacter,1,181
Xylanimonas,1,139
Xylella,1,84
Yangia,1,172
Yongjia,1,1
Zhongshania,1,175
Zobellella,1,162
Zobellia,1,196
Zunongwangia,1,163
Zymomonas,1,84
complete,1,148
gamma,1,153
Weeksella,1,81
Vulgatibacter,1,157
Thiolapillus,1,116
Vitreoscilla,1,133
Thiomicrospira,1,92
Thiomonas,1,124
Thioploca,1,196
Tistrella,1,148
Tobacco,1,1
Tolumonas,1,128
Trichodesmium,1,256
Tropheryma,1,28
Truepera,1,119
Trueperella,1,87
Tsukamurella,1,165
Turicibacter,1,78
Turneriella,1,129
Uncultured,1,24
Ureibacillus,1,142
Variibacter,1,179
Verminephrobacter,1,187
Verrucomicrobia,1,148
Verrucosispora,1,232
Syntrophobotulus,1,127
Syntrophobacter,1,144
Synechocystis,1,224
Roseburia,1,135
Roseomonas,1,165
Roseovarius,1,118
Rubinisphaera,1,227
Rubrivivax,1,170
Ruminiclostridium,1,138
Ruminococcaceae,1,72
Rummeliibacillus,1,102
Saccharomonospora,1,173
Saccharophagus,1,179
Saccharopolyspora,1,263
Saccharothrix,1,328
Salegentibacter,1,148
Salimicrobium,1,87
Salinarchaeum,1,106
Salinibacter,1,117
Salinicoccus,1,106
Salinispira,1,130
Salinivirga,1,199
Salipiger,1,169
Roseibacterium,1,119
Roseateles,1,221
Sanguibacter,1,170
Robiginitalea,1,130
Pyrolobus,1,50
Radish,1,1
Ramlibacter,1,134
Raoultella,1,163
Renibacterium,1,98
Rhizobacter,1,206
Rhizorhabdus,1,193
Rhodanobacter,1,164
Rhodobacteraceae,1,108
Rhodoluna,1,56
Rhodomicrobium,1,148
Rhodopirellula,1,273
Rhodoplanes,1,299
Rhodopseudomonas,1,198
Rhodothermaceae,1,140
Rhodothermus,1,112
Rickettsiales,1,60
Riemerella,1,76
Rivularia,1,317
Sandaracinus,1,329
Sanxia,1,2
Symbiobacterium,1,113
Snodgrassella,1,89
Solitalea,1,158
Sorangium,1,478
Sphaerobacter,1,155
Sphingobacteriaceae,1,208
Spongiibacter,1,119
Stackebrandtia,1,236
Starkeya,1,164
Steroidobacter,1,113
Stigmatella,1,394
Streptobacillus,1,53
Streptosporangium,1,323
Sugiyamaella,1,522
Sulfolobales,1,1
Sulfuricaulis,1,109
Sulfuricella,1,118
Sulfuricurvum,1,104
Sulfuriferula,1,109
Sulfurifustis,1,130
Sulfuritalea,1,125
Solibacillus,1,136
Sneathia,1,44
Saprospira,1,170
Slackia,1,121
Scardovia,1,46
Sebaldella,1,154
Secondary,1,86
Sedimenticola,1,118
Sediminicola,1,115
Sediminispirochaeta,1,153
Segniliparus,1,108
Seonamhaeicola,1,120
Serinicoccus,1,130
Shimwellia,1,151
Shinella,1,182
Oleispira,1,153
Shuangao,1,2
Siansivirga,1,113
Sideroxydans,1,111
Simiduia,1,162
Simkania,1,98
Singulisphaera,1,353
Sinomonas,1,147
Oligotropha,1,124
Marinobacterium,1,165
Oleiphilus,1,204
Denitrobacterium,1,97
Cystobacter,1,480
Cytophaga,1,178
Dactylococcopsis,1,136
Dechloromonas,1,161
Dechlorosoma,1,115
Deferribacter,1,67
Defluviimonas,1,162
Defluviitoga,1,55
Dehalobacterium,1,134
Denitrovibrio,1,112
Cuniculiplasma,1,71
Dermacoccus,1,117
Dermatophilus,1,94
Desulfarculus,1,112
Desulfatibacillum,1,215
Desulfobacca,1,107
Desulfobacterium,1,208
Desulfobacula,1,187
Desulfocapsa,1,138
Desulfohalobium,1,121
Cyanidioschyzon,1,595
Cryptobacterium,1,70
Chloroherpeton,1,119
Cobetia,1,137
Chondromyces,1,368
Chromatiaceae,1,177
Chromohalobacter,1,99
Chroococcidiopsis,1,212
Circoviridae,1,1
Citromicrobium,1,114
Clavibacter,1,124
Cloacibacillus,1,109
Cnuibacter,1,131
Condylorrhiza,1,5
Croceibacter,1,118
Conexibacter,1,189
Confluentimicrobium,1,151
Coprothermobacter,1,49
Coraliomargarita,1,121
Corallococcus,1,363
Coriobacteriaceae,1,68
Coriobacterium,1,76
Coxiellalike,1,48
Crinalium,1,181
Desulfomonile,1,225
Desulfotalea,1,112
Desulfurella,1,74
Finegoldia,1,57
Faecalibaculum,1,74
Ferrimonas,1,143
Ferroglobus,1,99
Fervidicoccus,1,59
Fibrella,1,236
Fibrobacter,1,123
Filifactor,1,64
Filimonas,1,270
Fimbriimonas,1,190
Fischerella,1,192
Desulfurispirillum,1,97
Flammeovirga,1,241
Flammeovirgaceae,1,225
Flavisolibacter,1,209
Flavonifractor,1,126
Flexistipes,1,85
Fluviicola,1,166
Frateuria,1,131
Frischella,1,94
Fuerstia,1,283
Faecalibacterium,1,106
Ezakiella,1,64
Ethanoligenens,1,87
Erysipelotrichaceae,1,172
Desulfurivibrio,1,100
Desulfurobacterium,1,50
Devosia,1,154
Devriesea,1,88
Dialister,1,56
Diaphorobacter,1,144
Dichelobacter,1,55
Dietzia,1,115
Dinoroseobacter,1,138
Dokdonella,1,153
Draconibacterium,1,149
Dyadobacter,1,240
Echinicola,1,185
Ectothiorhodospira,1,141
Eggerthellaceae,1,47
Eikenella,1,83
Elusimicrobium,1,65
Endomicrobium,1,51
Eremothecium,1,311
Chondrocystis,1,153
Chloracidobacterium,1,119
Oenococcus,1,68
Anaerolinea,1,107
Alkalilimnicola,1,112
Alkalitalea,1,155
Alloactinosynnema,1,262
Allochromatium,1,121
Allofrancisella,1,52
Aminobacter,1,195
Aminobacterium,1,62
Ammonifex,1,64
Amphibacillus,1,97
Anaerostipes,1,132
Alicyclobacillus,1,115
Antarctobacter,1,141
Aquaspirillum,1,165
Aquifex,1,43
Arachidicoccus,1,110
Arcanobacterium,1,64
Archangium,1,436
Ardenticatena,1,163
Arenibacter,1,194
Arsenicicoccus,1,126
Alistipes,1,117
Alicycliphilus,1,184
Chelativorans,1,165
Actinotignum,1,79
Acetobacterium,1,148
Acetohalobium,1,87
Acetomicrobium,1,78
Acidihalobacter,1,120
Acidimicrobium,1,71
Acidipropionibacterium,1,131
Acidobacterium,1,153
Acidothermus,1,91
Actinopolyspora,1,192
Adlercreutzia,1,100
Algoriphagus,1,129
Aequorivita,1,129
Aeribacillus,1,138
Aeromicrobium,1,136
Agarilytica,1,238
Agarivorans,1,143
Agromyces,1,155
Alcaligenaceae,1,186
Alcaligenes,1,142
Algibacter,1,134
Arsenophonus,1,24
Asaia,1,104
Ashbya,1,2
Calditerrivibrio,1,83
Blastococcus,1,189
Botrytis,1,1513
Brenneria,1,169
Brochothrix,1,76
Buchnera,1,25
Caldilinea,1,172
Caldimicrobium,1,55
Caldisericum,1,60
Caldisphaera,1,55
Caldithrix,1,187
Aster,1,29
Caldivirga,1,77
Candida,1,535
Carboxydothermus,1,81
Cardinium,1,36
Castellaniella,1,126
Catenulispora,1,356
Caulobacteraceae,1,126
Cedecea,1,195
Chania,1,186
Blastochloris,1,135
Black,1,1
Bibersteinia,1,83
Beutenbergia,1,175
Asticcacaulis,1,152
Atopobium,1,59
Aurantimicrobium,1,51
Aureimonas,1,131
Auricoccus,1,55
Azorhizobium,1,159
Bacterioplanes,1,141
Bacteriovorax,1,127
Bacteroidales,1,92
Barnesiella,1,99
Basilea,1,84
Baumannia,1,31
Beggiatoa,1,144
Beihai,1,2
Beijerinckia,1,159
Belliella,1,145
Bernardetia,1,158
Beta,1,80
Betaproteobacteria,1,181
Gallibacterium,1,93
Gallionella,1,104
Gardnerella,1,60
Methanotorris,1,68
Methanolacinia,1,84
Methanomethylovorans,1,72
Methanopyrus,1,59
Methanosalsum,1,70
Methanosphaera,1,60
Methanosphaerula,1,111
Methanospirillum,1,123
Methanothermococcus,1,48
Methanothermus,1,48
Methylibium,1,163
Methanogenic,1,59
Methylobacillus,1,93
Methylocaldum,1,204
Methyloceanibacter,1,116
Methylocella,1,177
Methylococcus,1,120
Methylomicrobium,1,160
Methylophilus,1,120
Methylorubrum,1,201
Methyloversatilis,1,164
Methanohalobium,1,73
Methanocorpusculum,1,50
Geitlerinema,1,155
Marinifilaceae,1,223
Luteipulveratus,1,174
Luteitalea,1,280
Mageeibacillus,1,63
Magnetococcus,1,146
Magnetospira,1,138
Mahella,1,99
Maize,1,18
Maricaulis,1,112
Marichromatium,1,135
Marinilactibacillus,1,98
Mesotoga,1,102
Marinithermus,1,87
Marinovum,1,132
Marivirga,1,134
Marivivens,1,102
Megamonas,1,76
Megasphaera,1,93
Melioribacter,1,121
Melissococcus,1,59
Melittangium,1,317
Methylovulum,1,178
Micavibrio,1,80
Microcella,1,94
Nitrospirillum,1,258
Neodiprion,1,4
Neomicrococcus,1,86
Niastella,1,304
Nibricoccus,1,156
Nitratifractor,1,69
Nitratireductor,1,138
Nitratiruptor,1,62
Nitrosopumilus,1,63
Nitrososphaera,1,106
Nonomuraea,1,446
Micrococcus,1,105
Nostocales,1,247
Novibacillus,1,125
Obesumbacterium,1,171
Oblitimonas,1,78
Oceanicoccus,1,143
Oceanimonas,1,114
Oceanithermus,1,78
Oceanobacillus,1,116
Odoribacter,1,153
Neoasaia,1,112
Nautilia,1,46
Natronolimnobius,1,137
Natronococcus,1,138
Microcoleus,1,259
Microlunatus,1,188
Microterricola,1,114
Microvirga,1,224
Minicystis,1,551
Mitsuaria,1,208
Mobiluncus,1,61
Modestobacter,1,186
Moorea,1,335
Moorella,1,90
Morganella,1,129
Moritella,1,177
Mucinivorans,1,109
Murdochiella,1,70
Muribaculum,1,114
Nakamurella,1,244
Natranaerobius,1,127
Natrialba,1,122
Natronobacterium,1,156
Luteimonas,1,105
Luteibacter,1,171
Loktanella,1,132
Haloquadratum,1,114
Halobacteroides,1,101
Halobiforma,1,143
Halocynthiibacter,1,147
Halodesulfurarchaeum,1,65
Halogeometricum,1,88
Halomicrobium,1,104
Halopenitus,1,105
Halophilic,1,102
Halopiger,1,116
Halorhodospira,1,104
Hoeflea,1,153
Halorientalis,1,115
Halostagnicola,1,99
Halotalea,1,136
Halothece,1,140
Halothermothrix,1,92
Halovivax,1,119
Heliobacterium,1,121
Herbinix,1,101
Hippea,1,67
Haliscomenobacter,1,310
Haliangium,1,335
Halanaeroarchaeum,1,73
Halalkalicoccus,1,100
Gemella,1,60
Gemmata,1,331
Gemmatirosa,1,175
Geoalkalibacter,1,129
Geodermatophilus,1,197
Geosporobacter,1,213
Gibbsiella,1,212
Gilliamella,1,120
Gloeocapsa,1,187
Gluconacetobacter,1,130
Glutamicibacter,1,142
Gokushovirinae,1,1
Gordonibacter,1,139
Gottschalkia,1,105
Granulibacter,1,110
Granulosicoccus,1,248
Gynuella,1,221
Haematospirillum,1,72
Hahella,1,265
Hirschia,1,113
Hoyosella,1,166
Lishi,1,1
Leadbetterella,1,141
Kutzneria,1,329
Kyrpidia,1,121
Kytococcus,1,86
Labilithrix,1,449
Lacimicrobium,1,162
Lacunisphaera,1,137
Lake,1,1
Laribacter,1,121
Lawsonella,1,76
Leclercia,1,155
Huangpi,1,1
Leifsonia,1,83
Leishmania,1,1155
Leisingera,1,137
Lentibacillus,1,117
Lentzea,1,364
Leptothrix,1,170
Levyella,1,53
Liberibacter,1,48
Limnochorda,1,133
Kurthia,1,94
Kribbella,1,252
Kozakia,1,116
Kiritimatiella,1,97
Hungateiclostridiaceae,1,123
Hydrogenobacter,1,68
Hyperthermophilic,1,5
Hyperthermus,1,49
Ichthyobacterium,1,53
Ignavibacterium,1,117
Ilumatobacter,1,178
Ilyobacter,1,63
Immundisolibacter,1,126
Intestinimonas,1,97
Intrasporangium,1,145
Isosphaera,1,182
Janibacter,1,106
Jannaschia,1,156
Jeongeupia,1,122
Jeotgalibacillus,1,92
Jonesia,1,88
Kibdelosporangium,1,421
Kineococcus,1,165
secondary,1,11
